yy1,y1,wgt,age,educ,edcl,norminc,liq,cds,nmmf,stocks,bond,ccbal,veh_inst,install
1473,14735,5123.22818578196,35,8,2,83538.57374017997,2169.092864826102,0,0,0,0,3253.639297239154,813.4098243097884,813.4098243097884
1474,14741,2222.672492584763,60,5,1,84930.8833025163,3660.344209394048,0,0,0,0,13.55683040516314,0,54227.32162065256
1474,14742,1876.868678364976,60,5,1,90500.12155186162,3524.775905342417,0,0,0,0,13.55683040516314,0,62361.41986375045
1474,14743,255.421830510623,60,5,1,89107.8119895253,3660.344209394048,0,0,0,0,13.55683040516314,0,73206.88418788096
1474,14744,1986.748102925676,60,5,1,90500.12155186162,2846.93438508426,0,0,0,0,13.55683040516314,0,44737.54033703836
1474,14745,229.2352804043641,60,5,1,82146.26417784365,3118.070993187523,0,0,0,0,13.55683040516314,0,23046.61168877734
1475,14751,5169.598095356957,39,5,2,44553.90599476265,142.346719254213,0,0,0,0,0,14912.51344567945,69139.83506633202
1475,14752,5147.459935626131,39,5,2,44553.90599476265,142.346719254213,0,0,0,0,0,16268.19648619577,70495.51810684834
1475,14753,5130.848612910178,39,5,2,44553.90599476265,149.1251344567945,0,0,0,0,0,14912.51344567945,69139.83506633202
1475,14754,5147.408441241261,39,5,2,44553.90599476265,149.1251344567945,0,0,0,0,0,14912.51344567945,69139.83506633202
1475,14755,5119.664510531847,39,5,2,44553.90599476265,149.1251344567945,0,0,0,0,0,16268.19648619577,70495.51810684834
1476,14761,7437.32555105135,50,9,3,75184.71636616199,1789.501613481535,0,0,0,0,10167.62280387235,0,0
1476,14762,6910.850228980077,50,9,3,75184.71636616199,1789.501613481535,0,0,0,0,10167.62280387235,0,0
1476,14763,7473.795989568149,50,9,3,75184.71636616199,1789.501613481535,0,0,0,0,10167.62280387235,0,0
1476,14764,7432.269584320039,50,9,3,75184.71636616199,1789.501613481535,0,0,0,0,10167.62280387235,0,0
1476,14765,7203.523624946663,50,9,3,75184.71636616199,1789.501613481535,0,0,0,0,10167.62280387235,0,0
1477,14771,222.106950690289,55,14,4,208846.4343504499,27113.66081032628,0,74562.56722839728,5422.732162065256,0,0,0,0
1477,14772,220.1389416420962,55,14,4,208846.4343504499,27072.99031911079,0,74562.56722839728,5422.732162065256,0,0,0,0
1477,14773,231.178845840759,55,14,4,208846.4343504499,27100.10397992112,0,4067.049121548942,5422.732162065256,0,0,0,0
1477,14774,217.9000999363456,55,14,4,208846.4343504499,27249.22911437791,0,27113.66081032628,5422.732162065256,0,0,0,0
1477,14775,224.3188033544073,55,14,4,208846.4343504499,26978.09250627465,0,4067.049121548942,5422.732162065256,0,0,0,0
1478,14781,224.5756583048576,56,12,4,4176928.687008999,363323.0548583722,0,2711366.081032628,0,0,0,0,0
1478,14782,233.311973621208,56,12,4,4176928.687008999,363323.0548583722,0,2711366.081032628,0,0,0,0,0
1478,14783,232.1878886489501,56,12,4,4176928.687008999,363323.0548583722,0,2711366.081032628,0,0,0,0,0
1478,14784,233.9958152085523,56,12,4,4176928.687008999,363323.0548583722,0,2711366.081032628,0,0,0,0,0
1478,14785,260.2593226387703,56,12,4,4176928.687008999,363323.0548583722,0,2711366.081032628,0,0,0,0,0
1479,14791,5632.007009385508,35,4,1,69615.47811681665,1355.683040516314,0,0,0,0,1016.762280387236,6507.278594478307,6507.278594478307
1479,14792,5623.654179290783,35,4,1,69615.47811681665,1355.683040516314,0,0,0,0,1016.762280387236,6507.278594478307,6507.278594478307
1479,14793,5636.947573209516,35,4,1,69615.47811681665,1355.683040516314,0,0,0,0,1016.762280387236,5558.300466116888,5558.300466116888
1479,14794,5617.114269801245,35,4,1,69615.47811681665,1355.683040516314,0,0,0,0,1016.762280387236,4880.458945858731,4880.458945858731
1479,14795,5606.172373085422,35,4,1,69615.47811681665,1355.683040516314,0,0,0,0,1016.762280387236,7456.256722839727,7456.256722839727
1480,14801,5446.211008645048,49,8,2,83538.57374017997,36345.86231624238,0,58294.37074220151,16268.19648619577,0,94.89781283614198,0,3524.775905342417
1480,14802,6061.090243724471,49,8,2,83538.57374017997,36345.86231624238,0,58294.37074220151,16268.19648619577,0,81.34098243097884,0,3524.775905342417
1480,14803,5377.321696655945,49,8,2,83538.57374017997,36345.86231624238,0,58294.37074220151,16268.19648619577,0,81.34098243097884,0,3524.775905342417
1480,14804,5390.126750410818,49,8,2,83538.57374017997,36345.86231624238,0,58294.37074220151,16268.19648619577,0,81.34098243097884,0,3524.775905342417
1480,14805,5633.327047281503,49,8,2,83538.57374017997,36345.86231624238,0,58294.37074220151,16268.19648619577,0,81.34098243097884,0,3524.775905342417
1481,14811,6751.000657004128,42,12,4,57084.69205578965,42636.23162423808,0,0,0,0,0,0,0
1481,14812,6357.931506225624,42,12,4,58477.00161812599,42636.23162423808,0,0,0,0,0,0,0
1481,14813,6769.703072925588,42,12,4,58477.00161812599,42636.23162423808,0,0,0,0,0,0,0
1481,14814,6723.103782586452,42,12,4,58477.00161812599,42636.23162423808,0,0,0,0,0,0,0
1481,14815,6639.740886873134,42,12,4,58477.00161812599,42636.23162423808,0,0,0,0,0,0,0
1482,14821,2206.732981744267,34,12,4,153154.0518569966,27642.37719612764,0,0,50160.27249910362,0,0,0,0
1482,14822,2138.281310806996,34,12,4,175431.004854378,15400.55934026533,0,0,67784.15202581571,0,0,0,0
1482,14823,2120.256113123299,34,12,4,157330.9805440056,30462.19792040158,0,0,50160.27249910362,0,0,0,0
1482,14824,2104.733229278767,34,12,4,164292.5283556873,29147.18537110075,0,0,51515.95553961994,0,0,0,0
1482,14825,2077.624479587274,34,12,4,162900.218793351,28713.36679813553,0,0,51515.95553961994,0,0,0,0
1483,14831,6660.01933775722,50,12,4,108600.145862234,13475.48942273216,0,0,0,0,3795.912513445679,0,0
1483,14832,7409.765517016314,50,12,4,108600.145862234,14695.60415919684,0,0,0,0,0,0,0
1483,14833,6529.272640870022,50,12,4,108600.145862234,13014.55718895661,0,0,0,0,1247.228397275009,0,0
1483,14834,6597.691168175926,50,12,4,108600.145862234,13543.27357475798,0,0,0,0,20335.24560774471,0,0
1483,14835,6850.771389493608,50,12,4,108600.145862234,12804.42631767659,0,0,0,0,0,0,0
1484,14841,3893.283840057852,43,9,3,13226.94084219516,0,0,0,0,0,0,0,0
1484,14842,3944.24175439292,43,9,3,13226.94084219516,0,0,0,0,0,0,0,0
1484,14843,3876.929177395851,43,9,3,13226.94084219516,0,0,0,0,0,0,0,0
1484,14844,3891.522762175912,43,9,3,13226.94084219516,0,0,0,0,0,0,0,0
1484,14845,3902.773950007995,43,9,3,13226.94084219516,0,0,0,0,0,0,0,0
1485,14851,9307.971139865471,90,12,4,27846.19124672666,206063.8221584797,4067.049121548942,0,0,0,0,0,0
1485,14852,8607.083778541983,90,12,4,27846.19124672666,206063.8221584797,4067.049121548942,0,0,0,0,0,0
1485,14853,9268.357581998454,90,12,4,27846.19124672666,206063.8221584797,4067.049121548942,0,0,0,0,0,0
1485,14854,9123.077315262255,90,12,4,27846.19124672666,206063.8221584797,4067.049121548942,0,0,0,0,0,0
1485,14855,9054.391720739684,90,12,4,27846.19124672666,206063.8221584797,4067.049121548942,0,0,0,0,0,0
1486,14861,3560.721566458104,49,9,3,11556.16936739156,108.4546432413051,0,0,0,0,0,0,6778.41520258157
1486,14862,3552.75367217546,49,9,3,11556.16936739156,67.7841520258157,0,0,0,0,0,0,7456.256722839727
1486,14863,3578.215666275004,49,9,3,11556.16936739156,94.89781283614198,0,0,0,0,0,0,8405.234851201147
1486,14864,3587.012532301967,49,9,3,11556.16936739156,108.4546432413051,0,0,0,0,0,0,7185.120114736465
1486,14865,3551.649220896806,49,9,3,11556.16936739156,27.11366081032628,0,0,0,0,0,0,9354.212979562568
1487,14871,302.3822747359757,66,13,4,48730.83468177164,3931.480817497311,0,0,0,0,5422.732162065256,63717.10290426677,63717.10290426677
1487,14872,314.5761973950969,66,13,4,48730.83468177164,3931.480817497311,0,0,0,0,5422.732162065256,63717.10290426677,63717.10290426677
1487,14873,298.4106793890286,66,13,4,48730.83468177164,3931.480817497311,0,0,0,0,5422.732162065256,63717.10290426677,63717.10290426677
1487,14874,292.0929143541031,66,13,4,48730.83468177164,3931.480817497311,0,0,0,0,5422.732162065256,63717.10290426677,63717.10290426677
1487,14875,307.4591132580518,66,13,4,48730.83468177164,3931.480817497311,0,0,0,0,5422.732162065256,63717.10290426677,63717.10290426677
1488,14881,18.06630824352666,70,12,4,1670771.474803599,1397031.373252062,0,0,2033524.560774471,0,0,0,0
1488,14882,18.63705803531676,70,12,4,1670771.474803599,956434.3850842596,0,0,2033524.560774471,0,0,0,0
1488,14883,18.97777489694571,70,12,4,1670771.474803599,877804.7687343134,0,0,2033524.560774471,0,0,0,0
1488,14884,17.44483212710631,70,12,4,1670771.474803599,877804.7687343134,0,0,2033524.560774471,0,0,0,0
1488,14885,18.60978708433786,70,12,4,1670771.474803599,956434.3850842596,0,0,2033524.560774471,0,0,0,0
1489,14891,7896.250311641654,40,9,3,126700.1701726063,5829.437074220151,0,0,0,0,0,0,0
1489,14892,8763.792924221225,40,9,3,107207.8362998976,5693.868770168519,0,0,0,0,0,0,0
1489,14893,7792.935093059832,40,9,3,109992.4554245703,5558.300466116888,0,0,0,0,0,0,0
1489,14894,7780.495754597345,40,9,3,130877.0988596153,7320.688418788096,0,0,0,0,0,0,0
1489,14895,8129.512466812671,40,9,3,137838.646671297,6778.41520258157,0,0,0,0,0,0,0
1490,14901,9294.492403550108,66,6,1,11973.86223609246,27.11366081032628,0,0,0,0,2602.911437791323,0,0
1490,14902,9343.51832992426,66,6,1,11973.86223609246,27.11366081032628,0,0,0,0,2602.911437791323,0,0
1490,14903,9313.602195737571,66,6,1,12113.0931923261,27.11366081032628,0,0,0,0,2602.911437791323,0,0
1490,14904,9395.091386575681,66,6,1,11973.86223609246,27.11366081032628,0,0,0,0,2602.911437791323,0,0
1490,14905,9358.243922540654,66,6,1,11973.86223609246,27.11366081032628,0,0,0,0,2602.911437791323,0,0
1491,14911,5282.32522481729,64,8,2,101638.5980505523,8134.098243097885,54227.32162065256,0,0,0,0,7049.551810684833,7049.551810684833
1491,14912,5842.113063836716,64,8,2,101638.5980505523,8134.098243097885,54227.32162065256,0,0,0,0,7049.551810684833,7049.551810684833
1491,14913,5213.505952407982,64,8,2,101638.5980505523,8134.098243097885,54227.32162065256,0,0,0,0,7049.551810684833,7049.551810684833
1491,14914,5196.842045001506,64,8,2,101638.5980505523,8134.098243097885,54227.32162065256,0,0,0,0,7049.551810684833,7049.551810684833
1491,14915,5461.962146356889,64,8,2,101638.5980505523,8134.098243097885,54227.32162065256,0,0,0,0,7049.551810684833,7049.551810684833
1492,14921,29.35650823389555,64,13,4,2589695.785945579,2033524.560774471,0,13285693.79705988,8134098.243097885,16268196.48619577,0,0,0
1492,14922,30.29644577155334,64,13,4,2603618.881568943,2033524.560774471,0,13285693.79705988,8134098.243097885,16268196.48619577,0,0,0
1492,14923,29.72202791285528,64,13,4,2645388.168439033,2033524.560774471,0,13285693.79705988,8134098.243097885,16268196.48619577,0,0,0
1492,14924,28.98419262984593,64,13,4,2617541.977192306,2033524.560774471,0,16268196.48619577,8134098.243097885,16268196.48619577,0,0,0
1492,14925,29.1175918322915,64,13,4,2728926.742179213,2033524.560774471,0,11794442.45249193,8134098.243097885,16268196.48619577,0,0,0
1493,14931,343.8692663091425,46,14,4,2088464.343504499,88119.39763356041,0,0,1626819.648619577,1762387.952671208,0,0,0
1493,14932,335.3883190670237,46,14,4,2088464.343504499,88119.39763356041,0,0,1626819.648619577,1762387.952671208,0,0,0
1493,14933,232.1878886489501,46,14,4,2088464.343504499,88119.39763356041,0,0,1626819.648619577,1762387.952671208,0,0,0
1493,14934,339.8801351582144,46,14,4,2088464.343504499,88119.39763356041,0,0,1626819.648619577,1762387.952671208,0,0,0
1493,14935,260.2593226387703,46,14,4,2088464.343504499,88119.39763356041,0,0,1626819.648619577,1762387.952671208,0,0,0
1494,14941,22.10647383731183,77,12,4,3926312.965788458,9299985.657941915,0,0,0,0,0,0,0
1494,14942,22.87809381243854,77,12,4,3341542.949607199,2791351.380423091,0,0,0,0,0,0,0
1494,14943,23.06465798552554,77,12,4,4093390.113268819,3334980.279670133,0,0,0,0,0,0,0
1494,14944,20.34719613569925,77,12,4,3870620.583295005,3381073.503047687,0,0,0,0,0,0,0
1494,14945,22.30086815914582,77,12,4,3647851.053321192,3063843.67156687,0,0,0,0,0,0,0
1495,14951,2549.616608874013,37,12,4,115561.6936739156,47448.90641807099,0,0,67784.15202581571,0,0,0,0
1495,14952,2415.259173423158,37,12,4,114169.3841115793,47448.90641807099,0,0,67784.15202581571,0,0,0,0
1495,14953,2689.082269740201,37,12,4,114169.3841115793,47448.90641807099,0,0,67784.15202581571,0,0,0,0
1495,14954,2358.760698066444,37,12,4,114169.3841115793,47448.90641807099,0,0,67784.15202581571,0,0,0,0
1495,14955,2477.262773949518,37,12,4,115561.6936739156,47448.90641807099,0,0,67784.15202581571,0,0,0,0
1496,14961,5102.2874532974,28,5,1,33415.42949607199,542.2732162065256,0,0,0,0,67.7841520258157,11523.30584438867,11523.30584438867
1496,14962,5174.298432223641,28,5,1,33415.42949607199,542.2732162065256,0,0,0,0,67.7841520258157,11658.8741484403,11658.8741484403
1496,14963,5088.684479249016,28,5,1,33415.42949607199,542.2732162065256,0,0,0,0,67.7841520258157,11658.8741484403,11658.8741484403
1496,14964,5127.862201292845,28,5,1,33415.42949607199,542.2732162065256,0,0,0,0,67.7841520258157,11523.30584438867,11523.30584438867
1496,14965,5128.989055076935,28,5,1,33415.42949607199,542.2732162065256,0,0,0,0,67.7841520258157,11523.30584438867,11523.30584438867
1497,14971,5573.672114070926,33,12,4,73792.40680382564,9286.428827536751,0,0,0,0,406.7049121548942,854.0803155252779,854.0803155252779
1497,14972,5545.608682524047,33,12,4,73792.40680382564,9286.428827536751,0,0,0,0,406.7049121548942,854.0803155252779,854.0803155252779
1497,14973,5580.17994881133,33,12,4,73792.40680382564,9286.428827536751,0,0,0,0,406.7049121548942,840.5234851201147,840.5234851201147
1497,14974,5618.330014022476,33,12,4,73792.40680382564,9286.428827536751,0,0,0,0,406.7049121548942,854.0803155252779,854.0803155252779
1497,14975,5593.842563374857,33,12,4,73792.40680382564,9286.428827536751,0,0,0,0,406.7049121548942,840.5234851201147,840.5234851201147
1498,14981,9157.990668077746,75,12,4,16707.714748036,4202.617425600573,0,9489.781283614198,0,0,677.8415202581571,0,0
1498,14982,9203.042046446573,75,12,4,16707.714748036,4202.617425600573,0,9489.781283614198,0,0,677.8415202581571,0,0
1498,14983,9148.504734484795,75,12,4,18100.02431037233,4202.617425600573,0,9489.781283614198,0,0,677.8415202581571,0,0
1498,14984,9121.52765373173,75,12,4,16707.714748036,4202.617425600573,0,9489.781283614198,0,0,677.8415202581571,0,0
1498,14985,9149.532515905394,75,12,4,18100.02431037233,4202.617425600573,0,9489.781283614198,0,0,677.8415202581571,0,0
1499,14991,12558.98579651526,79,6,1,13923.09562336333,67.7841520258157,0,0,0,0,542.2732162065256,0,0
1499,14992,11188.58091361394,79,6,1,13923.09562336333,67.7841520258157,0,0,0,0,542.2732162065256,0,0
1499,14993,12429.41623611093,79,6,1,13923.09562336333,67.7841520258157,0,0,0,0,542.2732162065256,0,0
1499,14994,12354.68058274248,79,6,1,13923.09562336333,67.7841520258157,0,0,0,0,542.2732162065256,0,0
1499,14995,12052.90956565656,79,6,1,13923.09562336333,67.7841520258157,0,0,0,0,542.2732162065256,0,0
1500,15001,6573.241367793385,28,13,4,101638.5980505523,62835.90892793116,0,0,74562.56722839728,0,0,0,0
1500,15002,7307.136781540066,28,13,4,101638.5980505523,62835.90892793116,0,0,74562.56722839728,0,0,0,0
1500,15003,6494.884682447816,28,13,4,100246.288488216,62835.90892793116,0,0,74562.56722839728,0,0,0,0
1500,15004,6463.866158795483,28,13,4,100246.288488216,62835.90892793116,0,0,74562.56722839728,0,0,0,0
1500,15005,6797.084225422581,28,13,4,100246.288488216,62835.90892793116,0,0,74562.56722839728,0,0,0,0
1501,15011,9964.13287379991,52,11,3,111384.7649869066,6100.573682323414,0,0,0,0,338.9207601290785,2575.797776980997,2575.797776980997
1501,15012,9146.840358951911,52,11,3,111384.7649869066,6100.573682323414,0,0,0,0,338.9207601290785,2575.797776980997,2575.797776980997
1501,15013,10049.19852474997,52,11,3,111384.7649869066,6100.573682323414,0,0,0,0,338.9207601290785,2846.93438508426,2846.93438508426
1501,15014,10034.13275321086,52,11,3,111384.7649869066,6100.573682323414,0,0,0,0,338.9207601290785,6778.41520258157,6778.41520258157
1501,15015,9678.604803539438,52,11,3,111384.7649869066,6100.573682323414,0,0,0,0,338.9207601290785,3795.912513445679,3795.912513445679
1502,15021,770.0404772812162,51,12,4,243654.1734088583,107098.9602007888,0,0,0,39992.64969523127,0,0,0
1502,15022,742.9973155506868,51,12,4,243654.1734088583,78629.61634994621,0,0,0,55813.47077805665,0,0,0
1502,15023,780.484936350307,51,12,4,243654.1734088583,123367.1566869846,0,0,0,36183.18035138043,0,0,0
1502,15024,1525.55576594379,51,12,4,243654.1734088583,123367.1566869846,0,0,0,49346.86267479383,0,0,0
1502,15025,779.2363458097479,51,12,4,243654.1734088583,96253.4958766583,0,0,0,39450.37647902474,0,0,0
1503,15031,9527.621141191357,43,11,3,132269.4084219516,2779.150233058444,135568.3040516314,0,0,0,4067.049121548942,13556.83040516314,39314.80817497311
1503,15032,10442.85105307372,43,11,3,132269.4084219516,2779.150233058444,135568.3040516314,0,0,0,4067.049121548942,13556.83040516314,39314.80817497311
1503,15033,9406.18789852356,43,11,3,132269.4084219516,2779.150233058444,135568.3040516314,0,0,0,4067.049121548942,13556.83040516314,39314.80817497311
1503,15034,9428.685184767575,43,11,3,132269.4084219516,2779.150233058444,135568.3040516314,0,0,0,4067.049121548942,13556.83040516314,39314.80817497311
1503,15035,9855.541043307177,43,11,3,132269.4084219516,2779.150233058444,135568.3040516314,0,0,0,4067.049121548942,13556.83040516314,39314.80817497311
1504,15041,4895.029049575567,31,8,2,33415.42949607199,406.7049121548942,0,0,0,0,0,0,0
1504,15042,4967.400336191864,31,8,2,33415.42949607199,406.7049121548942,0,0,0,0,0,0,0
1504,15043,4915.192111253948,31,8,2,32023.11993373566,406.7049121548942,0,0,0,0,0,0,0
1504,15044,4921.638184108431,31,8,2,32023.11993373566,406.7049121548942,0,0,0,0,0,0,0
1504,15045,4945.491750577756,31,8,2,33415.42949607199,406.7049121548942,0,0,0,0,0,0,0
1505,15051,8723.526043351108,33,8,2,44553.90599476265,1355.683040516314,0,0,0,0,6100.573682323414,0,0
1505,15052,8411.90199413502,33,8,2,44553.90599476265,1355.683040516314,0,0,0,0,6100.573682323414,0,0
1505,15053,8728.422246733711,33,8,2,44553.90599476265,1355.683040516314,0,0,0,0,6100.573682323414,0,0
1505,15054,8748.724438276735,33,8,2,44553.90599476265,1355.683040516314,0,0,0,0,6100.573682323414,0,0
1505,15055,8630.389004492876,33,8,2,44553.90599476265,1355.683040516314,0,0,0,0,6100.573682323414,0,0
1506,15061,330.8365091718462,49,14,4,438577.5121359449,81340.98243097884,0,54227.32162065256,948978.1283614199,8811939.763356041,0,0,0
1506,15062,328.0336321160737,49,14,4,438577.5121359449,81340.98243097884,0,54227.32162065256,948978.1283614199,8811939.763356041,0,0,0
1506,15063,344.146186111412,49,14,4,438577.5121359449,81340.98243097884,0,54227.32162065256,948978.1283614199,8811939.763356041,0,0,0
1506,15064,320.4211222745283,49,14,4,438577.5121359449,81340.98243097884,0,54227.32162065256,948978.1283614199,8811939.763356041,0,0,0
1506,15065,325.1670609369383,49,14,4,438577.5121359449,81340.98243097884,0,54227.32162065256,948978.1283614199,8811939.763356041,0,0,0
1507,15071,1977.300305509969,50,13,4,859054.9999615174,151836.5005378272,0,271136.6081032628,5558300.466116888,0,0,0,0
1507,15072,1973.153460093776,50,13,4,859054.9999615174,151836.5005378272,0,271136.6081032628,5558300.466116888,0,0,0,0
1507,15073,2240.804659280263,50,13,4,859054.9999615174,151836.5005378272,0,271136.6081032628,5558300.466116888,0,0,0,0
1507,15074,1886.069449558427,50,13,4,859054.9999615174,151836.5005378272,0,271136.6081032628,5558300.466116888,0,0,0,0
1507,15075,1998.286698620219,50,13,4,859054.9999615174,151836.5005378272,0,271136.6081032628,5558300.466116888,0,0,0,0
1508,15081,2.23319577154461,47,13,4,33749583.79103271,1803058.443886698,0,0,0,0,0,0,0
1508,15082,2.239647976491195,47,13,4,40738977.7939611,1941338.114019362,0,0,0,0,0,0,0
1508,15083,2.195330279887728,47,13,4,34348276.90283734,1794924.3456436,0,0,0,0,0,0,0
1508,15084,2.19857891612339,47,13,4,33387583.30482526,2034880.243814987,0,0,0,0,0,0,0
1508,15085,2.144969134333812,47,13,4,50749683.54715934,2165025.815704553,0,0,0,0,0,0,0
1509,15091,437.8018107627233,55,13,4,2213772.204114769,3919279.670132664,427040.1577626389,321296.8806023665,237244.532090355,0,0,0,0
1509,15092,435.4777686666956,55,13,4,1977079.578517593,2743902.47400502,338920.7601290785,322652.5636428827,203352.4560774471,0,0,0,0
1509,15093,449.5779514852967,55,13,4,2102387.439127862,334582.5743994263,474489.0641807099,405349.2291143779,508381.1401936178,0,0,0,0
1509,15094,430.2463513749329,55,13,4,2172002.917244679,1232315.883829329,813409.8243097884,406704.9121548942,67784.15202581571,0,0,0,0
1509,15095,435.1195067185448,55,13,4,2422618.638465219,536850.4840444603,406704.9121548942,132856.9379705988,81340.98243097884,0,0,0,0
1510,15101,10291.22846726526,41,8,2,119738.6223609246,56938.68770168519,0,0,54227.32162065256,0,14912.51344567945,14912.51344567945,14912.51344567945
1510,15102,9592.221215817304,41,8,2,118346.3127985883,56938.68770168519,0,0,54227.32162065256,0,14912.51344567945,14912.51344567945,14912.51344567945
1510,15103,10284.95599530742,41,8,2,118346.3127985883,56938.68770168519,0,0,54227.32162065256,0,14912.51344567945,14912.51344567945,14912.51344567945
1510,15104,10282.91345971664,41,8,2,118346.3127985883,56938.68770168519,0,0,54227.32162065256,0,14912.51344567945,14912.51344567945,14912.51344567945
1510,15105,10046.2908174194,41,8,2,118346.3127985883,56938.68770168519,0,0,54227.32162065256,0,14912.51344567945,16268.19648619577,16268.19648619577
1511,15111,19.81794948471067,64,14,4,8465242.139004905,31881598.06382216,0,0,27113660.81032628,0,0,0,0
1511,15112,20.61290476562178,64,14,4,13561095.13715588,31909389.56615274,0,0,1626819.648619577,0,0,0,0
1511,15113,20.63358024555275,64,14,4,9704397.649484241,31910067.407673,0,0,18301721.04697024,0,0,0,0
1511,15114,19.52558874899144,64,14,4,8479165.234628268,31908711.72463248,0,0,8134098.243097885,0,0,0,0
1511,15115,19.9910664872967,64,14,4,8145010.939667548,31910067.407673,0,0,2846934.38508426,0,0,0,0
1512,15121,7103.460186316642,47,13,4,194923.3387270866,20335.24560774471,0,677.8415202581571,1355.683040516314,0,13556.83040516314,27113.66081032628,27113.66081032628
1512,15122,7858.75901579708,47,13,4,194923.3387270866,20335.24560774471,0,677.8415202581571,1355.683040516314,0,13556.83040516314,27113.66081032628,27113.66081032628
1512,15123,7040.965921506058,47,13,4,194923.3387270866,20335.24560774471,0,677.8415202581571,1355.683040516314,0,13556.83040516314,25757.97776980997,25757.97776980997
1512,15124,7088.641586783883,47,13,4,194923.3387270866,20335.24560774471,0,677.8415202581571,1355.683040516314,0,13556.83040516314,25757.97776980997,25757.97776980997
1512,15125,7382.34370695799,47,13,4,194923.3387270866,20335.24560774471,0,677.8415202581571,1355.683040516314,0,13556.83040516314,25757.97776980997,25757.97776980997
1513,15131,7058.280517561339,55,8,2,72400.0972414893,1830.172104697024,0,0,0,0,6100.573682323414,0,0
1513,15132,6293.498163654299,55,8,2,72400.0972414893,1830.172104697024,0,0,0,0,6100.573682323414,0,0
1513,15133,7075.416033344237,55,8,2,72400.0972414893,1830.172104697024,0,0,0,0,6100.573682323414,0,0
1513,15134,6949.189339127102,55,8,2,72400.0972414893,1830.172104697024,0,0,0,0,6100.573682323414,0,0
1513,15135,6804.324199788249,55,8,2,72400.0972414893,1830.172104697024,0,0,0,0,6100.573682323414,0,0
1514,15141,19.85074517363883,40,12,4,12419401.29604009,5021449.982072427,0,0,12201147.36464683,0,0,0,0
1514,15142,20.80433162821725,40,12,4,12419401.29604009,5045852.276801721,0,0,13556830.40516314,0,0,0,0
1514,15143,20.02532177705282,40,12,4,12419401.29604009,4941464.682681965,0,0,14234671.9254213,0,0,0,0
1514,15144,19.55007950226655,40,12,4,12419401.29604009,5100079.598422374,0,0,13556830.40516314,0,0,0,0
1514,15145,19.62472400916809,40,12,4,12419401.29604009,5567790.247400502,0,0,14234671.9254213,0,0,0,0
1515,15151,13246.48318220023,72,11,3,89107.8119895253,446019.7203298673,54227.32162065256,0,203352.4560774471,0,0,0,0
1515,15152,3596.544144136195,72,11,3,96069.35980120697,515539.1466475439,237244.532090355,0,203352.4560774471,0,0,0,0
1515,15153,4050.517203011359,72,11,3,87715.50242718899,659838.0494801004,161326.2818214414,0,203352.4560774471,0,0,0,0
1515,15154,14141.46206116561,72,11,3,98853.97892587965,115002.5923269989,51515.95553961994,0,203352.4560774471,0,0,0,0
1515,15155,3730.011843083447,72,11,3,97461.66936354329,259301.4951595554,44737.54033703836,0,338920.7601290785,0,0,0,0
1516,15161,6268.072955674762,44,2,1,48730.83468177164,108.4546432413051,0,0,0,0,0,0,0
1516,15162,6229.640371747226,44,2,1,48730.83468177164,108.4546432413051,0,0,0,0,0,0,0
1516,15163,6263.662344336399,44,2,1,48730.83468177164,555.8300466116888,0,0,0,0,0,0,0
1516,15164,6252.829370228794,44,2,1,48730.83468177164,1287.898888490498,0,0,0,0,0,0,0
1516,15165,6270.80365003081,44,2,1,48730.83468177164,623.6141986375045,0,0,0,0,0,0,0
1517,15171,22.25938759775378,45,9,3,4176928.687008999,9015292.219433488,0,8811939.763356041,8134098.243097885,3389207.601290785,0,0,0
1517,15172,22.61160990284841,45,9,3,4176928.687008999,9015292.219433488,0,8811939.763356041,8134098.243097885,3389207.601290785,0,0,0
1517,15173,23.46715478837395,45,9,3,4176928.687008999,9015292.219433488,0,8811939.763356041,8134098.243097885,3389207.601290785,0,0,0
1517,15174,21.54744032451476,45,9,3,4176928.687008999,9015292.219433488,0,8811939.763356041,8134098.243097885,3389207.601290785,0,0,0
1517,15175,23.00432597213025,45,9,3,4176928.687008999,9015292.219433488,0,8811939.763356041,8134098.243097885,3389207.601290785,0,0,0
1518,15181,4521.502894758976,39,14,4,313269.6515256749,201318.9315166726,0,61005.73682323413,0,0,406.7049121548942,0,0
1518,15182,5013.994533861214,39,14,4,313269.6515256749,201318.9315166726,0,61005.73682323413,0,0,406.7049121548942,0,0
1518,15183,4474.021768337087,39,14,4,313269.6515256749,201318.9315166726,0,61005.73682323413,0,0,406.7049121548942,0,0
1518,15184,4464.781575771382,39,14,4,313269.6515256749,201318.9315166726,0,61005.73682323413,0,0,406.7049121548942,0,0
1518,15185,4653.068313983891,39,14,4,313269.6515256749,201318.9315166726,0,61005.73682323413,0,0,406.7049121548942,0,0
1519,15191,33.44368509066569,49,14,4,10080321.23131505,46906.63320186447,1084546.432413051,0,338920.7601290785,0,0,360611.6887773395,360611.6887773395
1519,15192,37.42312245581981,49,14,4,8994319.77269271,155754.4245249193,677841.520258157,0,257579.7776980997,0,0,360611.6887773395,360611.6887773395
1519,15193,38.52999093877983,49,14,4,8855088.816459076,177879.1717461456,569386.8770168519,0,257579.7776980997,0,0,359256.0057368233,359256.0057368233
1519,15194,32.79324682226984,49,14,4,8646242.382108627,60937.95267120832,1762387.952671208,0,3389207.601290785,0,0,359256.0057368233,359256.0057368233
